Textbook_ID,ISBN,Publication_Date,Publication_Mode,Customer ID,Customer Name,Country,City,State,Postal Code,Region,Product ID,Category,Roaring_Content_type,Quantity,Discount,Profit,Roaring_Page_Number,Roaring_Sound_Length,Roaring_Sound_Frequency,Roaring_Sound_Intensity,Roaring_Sound_Location,Roaring_Sound_Size,Roaring_Visual_Effect_Duration,Roaring_Visual_Effect_Illustrator
6475,CA-2014-149524,14-01-2014,First Class,BS-11590,Brendan Sweed,United States,Philadelphia,Pennsylvania,19140,East,FUR-BO-10003433,Furniture,61.96,4,0.5,-53.2856,84,122,12,85,36.75993334,61.96,7630,101.39
1914,CA-2014-103366,15-01-2014,First Class,EH-13990,Erica Hackney,United States,Roswell,Georgia,30076,South,TEC-AC-10003628,Technology,149.95,5,0,65.978,80,121,16,66,37.18976001,149.95,7865,101.38
971,CA-2014-115791,16-01-2014,Second Class,DL-13315,Delfina Latchford,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10001095,Furniture,127.104,6,0.2,28.5984,82,116,16,71,36.80120577,127.104,8100,101.38
972,CA-2014-115791,16-01-2014,Second Class,DL-13315,Delfina Latchford,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10004614,Technology,124.2,3,0.4,-31.05,85,118,13,72,36.73678225,124.2,8335,101.37
973,CA-2014-115791,16-01-2014,Second Class,DL-13315,Delfina Latchford,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10001575,Office Supplies,18.588,2,0.7,-13.6312,85,123,16,72,36.61279787,18.588,8570,101.36
974,CA-2014-115791,16-01-2014,Second Class,DL-13315,Delfina Latchford,United States,Philadelphia,Pennsylvania,19134,East,OFF-LA-10001074,Office Supplies,30.072,3,0.2,10.1493,79,117,14,67,36.90925552,30.072,8805,101.36
5365,CA-2014-123477,18-01-2014,Second Class,DW-13195,David Wiener,United States,Springfield,Oregon,97477,West,OFF-AP-10000692,Office Supplies,64.864,4,0.2,6.4864,82,124,15,95,36.31823726,64.864,9040,101.35
5463,CA-2014-146591,19-01-2014,First Class,TS-21340,Toby Swindell,United States,Scottsdale,Arizona,85254,West,OFF-BI-10003676,Office Supplies,32.34,10,0.7,-23.716,76,125,16,68,36.20071948,32.34,9275,101.35
5464,CA-2014-146591,19-01-2014,First Class,TS-21340,Toby Swindell,United States,Scottsdale,Arizona,85254,West,OFF-PA-10000659,Office Supplies,56.064,4,0.2,19.6224,81,125,12,91,36.65681076,56.064,9510,101.35
5465,CA-2014-146591,19-01-2014,First Class,TS-21340,Toby Swindell,United States,Scottsdale,Arizona,85254,West,OFF-EN-10002504,Office Supplies,108.72,5,0.2,36.693,81,117,13,61,36.23160757,108.72,9745,101.34
5466,CA-2014-146591,19-01-2014,First Class,TS-21340,Toby Swindell,United States,Scottsdale,Arizona,85254,West,FUR-BO-10001972,Furniture,181.47,5,0.7,-320.597,75,117,14,70,36.96461541,181.47,9980,101.34
1122,US-2014-147627,20-01-2014,Standard Class,HL-15040,Hunter Lopez,United States,Jonesboro,Arkansas,72401,South,TEC-PH-10001061,Technology,699.93,7,0,181.9818,77,125,15,91,36.66634105,699.93,10215,101.34
1123,US-2014-147627,20-01-2014,Standard Class,HL-15040,Hunter Lopez,United States,Jonesboro,Arkansas,72401,South,OFF-AR-10002375,Office Supplies,22.96,7,0,6.6584,76,120,15,93,36.96238868,22.96,10450,101.34
1124,US-2014-147627,20-01-2014,Standard Class,HL-15040,Hunter Lopez,United States,Jonesboro,Arkansas,72401,South,FUR-FU-10003194,Furniture,38.6,4,0,11.58,76,122,15,63,37.03610613,38.6,10685,101.34
1125,US-2014-147627,20-01-2014,Standard Class,HL-15040,Hunter Lopez,United States,Jonesboro,Arkansas,72401,South,OFF-AR-10003811,Office Supplies,6.63,3,0,1.7901,76,120,12,95,36.19955005,6.63,10920,101.34
1126,US-2014-147627,20-01-2014,Standard Class,HL-15040,Hunter Lopez,United States,Jonesboro,Arkansas,72401,South,OFF-EN-10001539,Office Supplies,23.34,3,0,10.9698,77,115,12,66,37.10905907,23.34,11155,101.34
1127,US-2014-147627,20-01-2014,Standard Class,HL-15040,Hunter Lopez,United States,Jonesboro,Arkansas,72401,South,FUR-CH-10002331,Furniture,1067.94,3,0,224.2674,76,117,13,72,36.72788697,1067.94,11390,101.33
5737,CA-2014-148614,20-01-2014,Standard Class,MV-17485,Mark Van Huff,United States,Los Angeles,California,90049,West,OFF-PA-10002893,Office Supplies,19.36,2,0,9.2928,75,115,14,86,36.73185368,19.36,11625,101.33
5738,CA-2014-148614,20-01-2014,Standard Class,MV-17485,Mark Van Huff,United States,Los Angeles,California,90049,West,FUR-FU-10003194,Furniture,19.3,2,0,5.79,83,122,13,66,36.34297836,19.3,11860,101.34
6327,CA-2014-167927,20-01-2014,Standard Class,XP-21865,Xylona Preis,United States,Westland,Michigan,48185,Central,OFF-ST-10000760,Office Supplies,13.98,1,0,4.0542,84,120,13,91,37.17170671,13.98,12095,101.34
6328,CA-2014-167927,20-01-2014,Standard Class,XP-21865,Xylona Preis,United States,Westland,Michigan,48185,Central,FUR-FU-10002918,Furniture,272.94,3,0,30.0234,81,119,16,62,36.17984861,272.94,12330,101.34
6329,CA-2014-167927,20-01-2014,Standard Class,XP-21865,Xylona Preis,United States,Westland,Michigan,48185,Central,OFF-BI-10000605,Office Supplies,19.05,5,0,8.9535,77,120,14,70,36.80045328,19.05,12565,101.34
6330,CA-2014-167927,20-01-2014,Standard Class,XP-21865,Xylona Preis,United States,Westland,Michigan,48185,Central,OFF-AP-10002311,Office Supplies,247.716,4,0.1,93.5816,81,119,13,80,36.15050851,247.716,12800,101.34
6331,CA-2014-167927,20-01-2014,Standard Class,XP-21865,Xylona Preis,United States,Westland,Michigan,48185,Central,OFF-ST-10003123,Office Supplies,66.58,2,0,15.9792,80,122,16,97,36.77667622,66.58,13035,101.34
6332,CA-2014-167927,20-01-2014,Standard Class,XP-21865,Xylona Preis,United States,Westland,Michigan,48185,Central,OFF-AR-10004456,Office Supplies,43.92,3,0,12.7368,75,120,13,60,36.57400821,43.92,13270,101.34
6333,CA-2014-167927,20-01-2014,Standard Class,XP-21865,Xylona Preis,United States,Westland,Michigan,48185,Central,FUR-FU-10002268,Furniture,14.73,3,0,4.8609,77,120,13,64,36.24884994,14.73,13505,101.33
6334,CA-2014-167927,20-01-2014,Standard Class,XP-21865,Xylona Preis,United States,Westland,Michigan,48185,Central,OFF-BI-10004364,Office Supplies,29.7,5,0,13.365,79,118,12,97,37.19826261,29.7,13740,101.33
7121,US-2014-147774,20-01-2014,Standard Class,MM-18280,Muhammed MacIntyre,United States,Smyrna,Tennessee,37167,South,OFF-BI-10003091,Office Supplies,67.194,1,0.7,-51.5154,83,124,14,89,36.41330917,67.194,13975,101.33
9990,CA-2014-110422,21-01-2014,Second Class,TB-21400,Tom Boeckenhauer,United States,Miami,Florida,33180,South,FUR-FU-10001889,Furniture,25.248,3,0.2,4.1028,82,124,16,78,36.78032225,25.248,14210,101.33
9156,CA-2014-102645,23-01-2014,Standard Class,IM-15055,Ionia McGrath,United States,Las Vegas,Nevada,89115,West,OFF-PA-10001804,Office Supplies,40.08,6,0,19.2384,76,118,13,99,36.47499374,40.08,14445,101.33
9887,CA-2014-146997,23-01-2014,Standard Class,SG-20605,Speros Goranitis,United States,Lafayette,Indiana,47905,Central,OFF-FA-10003467,Office Supplies,5.94,3,0,0,80,122,14,80,37.0358094,5.94,14680,101.33
2579,US-2014-155502,26-01-2014,Standard Class,SD-20485,Shirley Daniels,United States,Alexandria,Virginia,22304,South,FUR-FU-10004587,Furniture,62.82,3,0,30.7818,48,100,5,6,27.04854697,62.82,14915,101.33
2580,US-2014-155502,26-01-2014,Standard Class,SD-20485,Shirley Daniels,United States,Alexandria,Virginia,22304,South,OFF-ST-10004337,Office Supplies,489.92,8,0,0,52,100,6,17,32.58517895,489.92,15150,101.34
2581,US-2014-155502,26-01-2014,Standard Class,SD-20485,Shirley Daniels,United States,Alexandria,Virginia,22304,South,OFF-PA-10003072,Office Supplies,19.44,3,0,9.3312,48,101,5,9,29.58305264,19.44,15385,101.34
2582,US-2014-155502,26-01-2014,Standard Class,SD-20485,Shirley Daniels,United States,Alexandria,Virginia,22304,South,OFF-PA-10000380,Office Supplies,16.68,2,0,8.34,47,100,0,2,25.42670621,16.68,15620,101.34
2583,US-2014-155502,26-01-2014,Standard Class,SD-20485,Shirley Daniels,United States,Alexandria,Virginia,22304,South,TEC-PH-10004833,Technology,155.35,13,0,0,50,101,2,19,34.1684302,155.35,15855,101.35
2584,US-2014-155502,26-01-2014,Standard Class,SD-20485,Shirley Daniels,United States,Alexandria,Virginia,22304,South,FUR-FU-10001847,Furniture,12.42,3,0,4.4712,48,102,2,1,29.80234131,12.42,16090,101.35
2585,US-2014-155502,26-01-2014,Standard Class,SD-20485,Shirley Daniels,United States,Alexandria,Virginia,22304,South,TEC-PH-10002103,Technology,187.98,2,0,52.6344,48,100,3,12,34.06391808,187.98,16325,101.35
8150,CA-2014-167997,26-01-2014,First Class,CA-11965,Carol Adams,United States,Rapid City,South Dakota,57701,Central,OFF-BI-10001758,Office Supplies,10.68,2,0,5.0196,55,102,5,12,34.0247384,10.68,16560,101.35
8151,CA-2014-167997,26-01-2014,First Class,CA-11965,Carol Adams,United States,Rapid City,South Dakota,57701,Central,FUR-BO-10004409,Furniture,141.96,2,0,39.7488,51,100,5,17,28.50688932,141.96,16795,101.35
3795,US-2014-117163,27-01-2014,Standard Class,EJ-13720,Ed Jacobs,United States,San Diego,California,92037,West,OFF-ST-10003692,Office Supplies,57.23,1,0,14.3075,54,101,3,19,24.92286063,57.23,17030,101.36
3796,US-2014-117163,27-01-2014,Standard Class,EJ-13720,Ed Jacobs,United States,San Diego,California,92037,West,FUR-TA-10003469,Furniture,333,3,0.2,-16.65,53,102,1,9,32.41212367,333,17265,101.36
3797,US-2014-117163,27-01-2014,Standard Class,EJ-13720,Ed Jacobs,United States,San Diego,California,92037,West,OFF-AR-10003179,Office Supplies,36.44,4,0,12.0252,51,100,2,3,32.70626438,36.44,17500,101.37
3084,CA-2014-100328,28-01-2014,Standard Class,JC-15340,Jasper Cacioppo,United States,New York City,New York,10024,East,OFF-BI-10000343,Office Supplies,3.928,1,0.2,1.3257,47,102,7,11,34.51119405,3.928,17735,101.37
6388,CA-2014-134103,30-01-2014,Standard Class,MV-18190,Mike Vittorini,United States,Detroit,Michigan,48234,Central,OFF-PA-10001204,Office Supplies,10.56,2,0,4.752,54,100,6,12,28.309131,10.56,17970,101.37
6389,CA-2014-134103,30-01-2014,Standard Class,MV-18190,Mike Vittorini,United States,Detroit,Michigan,48234,Central,OFF-ST-10000991,Office Supplies,229.94,2,0,6.8982,50,101,6,19,33.32892153,229.94,18205,101.36
3366,CA-2014-115161,31-01-2014,First Class,LC-17050,Liz Carlisle,United States,Mission Viejo,California,92691,West,FUR-BO-10003966,Furniture,290.666,2,0.15,3.4196,52,100,4,0,33.28644724,290.666,18440,101.36
541,CA-2014-140795,01-02-2014,First Class,BD-11500,Bradley Drucker,United States,Green Bay,Wisconsin,54302,Central,TEC-AC-10001432,Technology,468.9,6,0,206.316,53,100,5,3,22.46074511,468.9,18675,101.36
1704,CA-2014-139857,02-02-2014,Standard Class,CD-12790,Cynthia Delaney,United States,San Diego,California,92037,West,OFF-FA-10001843,Office Supplies,12.35,5,0,5.8045,48,102,2,7,32.31483236,12.35,18910,101.37
9138,CA-2014-123400,02-02-2014,Standard Class,EB-13930,Eric Barreto,United States,Saint Petersburg,Florida,33710,South,OFF-BI-10000666,Office Supplies,18.336,2,0.7,-12.224,49,102,7,5,28.13606122,18.336,19145,101.38
9139,CA-2014-123400,02-02-2014,Standard Class,EB-13930,Eric Barreto,United States,Saint Petersburg,Florida,33710,South,TEC-PH-10002890,Technology,180.96,5,0.2,13.572,48,101,5,15,32.61961376,180.96,19380,101.38
1518,CA-2014-111059,03-02-2014,Second Class,TB-21400,Tom Boeckenhauer,United States,Seattle,Washington,98105,West,OFF-BI-10004593,Office Supplies,83.84,2,0.2,27.248,51,101,7,10,34.35891185,83.84,19615,101.38
1519,CA-2014-111059,03-02-2014,Second Class,TB-21400,Tom Boeckenhauer,United States,Seattle,Washington,98105,West,OFF-BI-10002827,Office Supplies,13.272,3,0.2,4.3134,92,138,21,58,32.59351337,13.272,19850,101.39
1544,CA-2014-107181,04-02-2014,Standard Class,DB-13270,Deborah Brumfield,United States,San Diego,California,92024,West,OFF-BI-10004230,Office Supplies,82.896,3,0.2,29.0136,88,127,25,60,27.94235223,82.896,20085,101.4
1545,CA-2014-107181,04-02-2014,Standard Class,DB-13270,Deborah Brumfield,United States,San Diego,California,92024,West,OFF-PA-10000350,Office Supplies,34.24,4,0,16.0928,90,140,23,58,29.42895753,34.24,20320,101.41
8585,CA-2014-104808,04-02-2014,Second Class,MH-17440,Mark Haberlin,United States,Escondido,California,92025,West,OFF-BI-10003676,Office Supplies,17.248,2,0.2,6.0368,87,132,19,59,24.57757762,17.248,20555,101.42
1998,CA-2014-131905,06-02-2014,First Class,ND-18460,Neil Ducich,United States,Chesapeake,Virginia,23320,South,OFF-LA-10002787,Office Supplies,15,4,0,7.2,96,138,21,54,34.1760931,15,20790,101.43
1999,CA-2014-131905,06-02-2014,First Class,ND-18460,Neil Ducich,United States,Chesapeake,Virginia,23320,South,TEC-PH-10003645,Technology,161.61,1,0,42.0186,96,140,21,53,34.99142246,161.61,21025,101.44
2000,CA-2014-131905,06-02-2014,First Class,ND-18460,Neil Ducich,United States,Chesapeake,Virginia,23320,South,TEC-PH-10001615,Technology,144.95,5,0,42.0355,95,130,19,50,31.15491463,144.95,21260,101.44
8981,CA-2014-108182,06-02-2014,Second Class,DL-13315,Delfina Latchford,United States,Romeoville,Illinois,60441,Central,OFF-BI-10001196,Office Supplies,8.952,2,0.8,-14.7708,89,129,23,52,28.01656318,8.952,21495,101.44
850,CA-2014-107755,07-02-2014,Standard Class,CK-12760,Cyma Kinney,United States,Linden,New Jersey,7036,East,TEC-AC-10000710,Technology,115.36,7,0,49.6048,85,138,23,59,24.37914351,115.36,21730,101.45
8736,US-2014-169390,07-02-2014,Second Class,CS-12250,Chris Selesnick,United States,New York City,New York,10024,East,OFF-ST-10001558,Office Supplies,64.96,4,0,9.744,85,135,25,59,33.5664631,64.96,21965,101.46
9267,CA-2014-125759,08-02-2014,First Class,NM-18445,Nathan Mautz,United States,North Las Vegas,Nevada,89031,West,FUR-FU-10002111,Furniture,14.56,2,0,5.5328,94,128,22,50,22.34984487,14.56,22200,101.46
5631,CA-2014-127614,11-02-2014,Standard Class,NF-18385,Natalie Fritzler,United States,Chesapeake,Virginia,23320,South,TEC-AC-10001432,Technology,234.45,3,0,103.158,90,128,21,59,21.28593835,234.45,22435,101.46
5632,CA-2014-127614,11-02-2014,Standard Class,NF-18385,Natalie Fritzler,United States,Chesapeake,Virginia,23320,South,FUR-TA-10003715,Furniture,1256.22,6,0,75.3732,87,140,24,55,27.57323575,1256.22,22670,101.46
5633,CA-2014-127614,11-02-2014,Standard Class,NF-18385,Natalie Fritzler,United States,Chesapeake,Virginia,23320,South,OFF-BI-10003291,Office Supplies,17.46,2,0,8.2062,90,129,23,54,32.57975846,17.46,22905,101.46
9255,CA-2014-168368,11-02-2014,Second Class,GA-14725,Guy Armstrong,United States,Columbia,Missouri,65203,Central,FUR-CH-10001146,Furniture,60.89,1,0,15.2225,86,138,22,55,24.10705028,60.89,23140,101.47
9256,CA-2014-168368,11-02-2014,Second Class,GA-14725,Guy Armstrong,United States,Columbia,Missouri,65203,Central,OFF-LA-10004853,Office Supplies,14.94,3,0,6.8724,86,133,23,59,20.30261105,14.94,23375,101.48
9257,CA-2014-168368,11-02-2014,Second Class,GA-14725,Guy Armstrong,United States,Columbia,Missouri,65203,Central,OFF-BI-10004728,Office Supplies,9.64,2,0,4.4344,87,134,19,59,22.93922788,9.64,23610,101.49
9258,CA-2014-168368,11-02-2014,Second Class,GA-14725,Guy Armstrong,United States,Columbia,Missouri,65203,Central,FUR-FU-10002298,Furniture,332.94,3,0,53.2704,87,133,19,58,31.99569226,332.94,23845,101.49
9259,CA-2014-168368,11-02-2014,Second Class,GA-14725,Guy Armstrong,United States,Columbia,Missouri,65203,Central,OFF-BI-10004654,Office Supplies,51.9,3,0,24.393,92,128,23,55,21.66369549,51.9,24080,101.49
9260,CA-2014-168368,11-02-2014,Second Class,GA-14725,Guy Armstrong,United States,Columbia,Missouri,65203,Central,OFF-ST-10002583,Office Supplies,64.96,2,0,2.5984,92,133,20,52,27.07365293,64.96,24315,101.49
457,US-2014-110674,12-02-2014,Standard Class,SC-20095,Sanjit Chand,United States,Concord,California,94521,West,FUR-CH-10000225,Furniture,129.568,2,0.2,-24.294,96,127,23,51,33.47324634,129.568,24550,101.5
5467,CA-2014-107706,14-02-2014,Second Class,ST-20530,Shui Tom,United States,Houston,Texas,77095,Central,OFF-PA-10000466,Office Supplies,16.176,3,0.2,6.066,81,120,12,90,36.6725688,16.176,24785,101.5
9762,CA-2014-121762,14-02-2014,Standard Class,ML-17395,Marina Lichtenstein,United States,Seattle,Washington,98103,West,TEC-AC-10000736,Technology,239.97,3,0,86.3892,77,115,15,86,36.13410259,239.97,25020,101.51
9763,CA-2014-121762,14-02-2014,Standard Class,ML-17395,Marina Lichtenstein,United States,Seattle,Washington,98103,West,OFF-AP-10001293,Office Supplies,81.96,2,0,22.9488,84,118,12,70,36.77592643,81.96,25255,101.52
9764,CA-2014-121762,14-02-2014,Standard Class,ML-17395,Marina Lichtenstein,United States,Seattle,Washington,98103,West,OFF-SU-10000157,Office Supplies,238.62,2,0,4.7724,85,116,14,100,37.15044513,238.62,25490,101.52
7438,CA-2014-165568,15-02-2014,Standard Class,BF-11020,Barry Französisch,United States,Seattle,Washington,98105,West,OFF-BI-10001031,Office Supplies,21.36,5,0.2,7.209,78,121,16,75,37.11988159,21.36,25725,101.52
1333,CA-2014-122567,16-02-2014,Standard Class,MN-17935,Michael Nguyen,United States,Dallas,Texas,75220,Central,OFF-BI-10002012,Office Supplies,1.08,3,0.8,-1.728,76,123,12,71,37.14657534,1.08,25960,101.52
1334,CA-2014-122567,16-02-2014,Standard Class,MN-17935,Michael Nguyen,United States,Dallas,Texas,75220,Central,OFF-AP-10001303,Office Supplies,7.96,2,0.8,-13.93,85,125,12,77,36.39945905,7.96,26195,101.52
9516,CA-2014-154165,17-02-2014,Standard Class,DL-13315,Delfina Latchford,United States,Chicago,Illinois,60653,Central,OFF-AR-10003631,Office Supplies,54.208,14,0.2,8.8088,81,123,16,68,36.8078167,54.208,26430,101.53
6082,US-2014-165589,18-02-2014,Same Day,TB-21595,Troy Blackwell,United States,Lubbock,Texas,79424,Central,FUR-FU-10002396,Furniture,25.16,5,0.6,-11.322,75,119,14,91,36.49332904,25.16,26665,101.54
8223,CA-2014-152905,18-02-2014,Standard Class,AB-10015,Aaron Bergman,United States,Arlington,Texas,76017,Central,OFF-ST-10000321,Office Supplies,12.624,2,0.2,-2.5248,77,123,13,60,36.85551642,12.624,26900,101.55
4521,CA-2014-109491,20-02-2014,Standard Class,LC-16930,Linda Cazamias,United States,Richmond,Indiana,47374,Central,TEC-AC-10001284,Technology,62.31,3,0,22.4316,79,120,13,70,36.97891776,62.31,27135,101.55
4522,CA-2014-109491,20-02-2014,Standard Class,LC-16930,Linda Cazamias,United States,Richmond,Indiana,47374,Central,FUR-FU-10000221,Furniture,20.32,4,0,6.9088,81,125,13,62,37.0615609,20.32,27370,101.55
8504,CA-2014-164903,20-02-2014,Standard Class,SR-20740,Steven Roelle,United States,Los Angeles,California,90049,West,OFF-PA-10003363,Office Supplies,12.96,2,0,6.2208,81,121,15,86,36.28837727,12.96,27605,101.55
2883,CA-2014-165540,21-02-2014,Standard Class,TM-21010,Tamara Manning,United States,Woodstock,Illinois,60098,Central,OFF-BI-10004094,Office Supplies,8.85,5,0.8,-13.7175,83,124,14,64,36.93867765,8.85,27840,101.55
